Index,utterance,Fitness_answer_fitness,Fitness_content_fitness,Fitness_distance,Critical
0,"Navigate to ae museum, plese. Parking is available there.",0.20000000000000004,0.0,-0.0,1
1,"Navigate to ae museum, please. EYE here there's parking available, right?",0.20000000000000004,0.0,-0.0,1
2,Navigate tue the nearest doctor's office. Parking is accessible there.,0.20000000000000004,0.0,-0.0,1
3,"Pleas navigate to a high-end hotel with available parking, accepting credit card's.",0.0,0.9687078595161438,-0.0,1
4,"Navigate two ay museum, please. There is parking available there.",0.20000000000000004,0.0,-0.0,1
5,Please navigate to luxurious hotel with available parking accepts credit cards.,0.0,0.9687078595161438,-0.0,1
6,Could you pleas guide me two a luxurious hotel that offer's parking?,0.0,0.9687078595161438,-0.0,1
7,"Navigate tue the doctor's office, please. Is they're parking around?",0.20000000000000004,0.0,-0.0,1
8,Navigate to high-end hotel with available parking and credit card acceptance.,0.0,0.9687078595161438,-0.0,1
9,"Navigate to the doctors'' office, pleas. Is there parking available nearby?",0.20000000000000004,0.0,-0.0,1
10,Please navigate to a luxurious hotel with available parking that accepts credit cards.,0.0,0.9687078595161438,-0.0,1
11,"Navigate thuy the doctor's office, pleas. Is there parking close buy?",0.20000000000000004,0.0,-0.0,1
12,Could you kindly assist me locating luxurious hotel with available parking?,0.0,0.9687078595161438,-0.0,1
13,"Navigate two a museum with top ratings and parking available, yu fool.",0.5,0.0,-0.0,1
14,Please navigate tew a museum with excellent ratings and parking facility's.,0.5,0.0,-0.0,1
15,"Please direct mi tu an affordable kahre repair schaap. Parking should be accessible, correct?",0.20000000000000004,0.639211431145668,-0.0,1
16,Could yoo guide me tew a doctor's office? AY hope there's parking available.,0.5,0.0,-0.0,1
17,Could you please guide mee too the closest doctor's office? I. nead to check if parking is available.,0.5,0.0,-0.0,1
18,Could yu pleas direct me too a doctor's' office? Is parking decent there?,0.5,0.0,-0.0,1
19,"Navigate a hotel outstanding ratings and parking facilities, please.",0.20000000000000004,0.9249118566513062,-0.0,1
